PEID,Affinity Bloc,People Cluster,Continent,Sub-Continent,Country,Country of Origin,People Group,Global Status of  Evangelical Christianity,Evangelical Engagement,Population,Dispersed (Yes/No),ROL,Language,Religion,Nomadic,Nomadic Type,Nomadic Description,Published Scripture,Jesus Film,Radio Broadcast,Gospel Recording,Audio Scripture,Gospel Films,Resources,Physical Exertion,Freedom Index,Government Restrictions Index,Social Hostilities Index,Threat Level,ROP1,ROP2,ROP3,People Name,GENC,FIPS,FIPS of Origin,Latitude,Longitude,IMB Affinity Group,Not Engaged Anywhere,SPI,Strategic Priority Index,EGIDS
9511,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Myanmar,,Riang,4,Yes,"46,500",No,ril,Riang (Myanmar) - (ril),Buddhism,,,,Yes,No,No,Yes,No,No,2,Strenuous,Partly Free,Very High,High,Level 1: Exercise normal precautions,A011,C0147,108371,Riang-Lang ,MMR,BM,,24.06359,98.76231,Southeast Asian Peoples,,2,No Longer Unreached,6a
22053,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Myanmar,,Rumai Palaung,2,Yes,"218,000",,rbb,Rumai Palaung - (rbb),Buddhism - Theravada,,,,Yes,Yes,No,Yes,No,No,3,Strenuous,Partly Free,Very High,High,Level 1: Exercise normal precautions,A011,C0147,108436,Rumai ,MMR,BM,,23.096623,96.629325,Southeast Asian Peoples,,1,Engaged yet Unreached,5
22054,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Myanmar,,Samtao,4,No,"9,600",No,stu,Samtao - (stu),Buddhism,,,,No,No,No,No,No,No,0,Strenuous,Partly Free,Very High,High,Level 1: Exercise normal precautions,A011,C0147,108587,Samtao,MMR,BM,,21.295403,99.602427,Southeast Asian Peoples,Yes,2,No Longer Unreached,6a
9520,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Myanmar,,Silver Palaung,2,Yes,"272,000",No,pce,Ruching Palaung - (pce),Buddhism,,,,Yes,Yes,No,Yes,Yes,No,4,Strenuous,Partly Free,Very High,High,Level 1: Exercise normal precautions,A011,C0147,109011,"Palaung, Silver",MMR,BM,,20.66769,96.50917,Southeast Asian Peoples,,1,Engaged yet Unreached,5
9525,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Myanmar,,Tailoi,4,No,"1,400",No,tlq,Tai Loi - (tlq),Buddhism,,,,No,No,No,Yes,No,No,1,Strenuous,Partly Free,Very High,High,Level 1: Exercise normal precautions,A011,C0147,111244,Tai Doi,MMR,BM,,21.53081,100.91936,Southeast Asian Peoples,Yes,2,No Longer Unreached,6a
9538,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Myanmar,,Wa,2,Yes,"1,000,000",No,wbm,Wa - (wbm),Ethnic Religions,,,,Yes,Yes,No,Yes,No,No,3,Strenuous,Partly Free,Very High,High,Level 1: Exercise normal precautions,A011,C0147,110476,"Wa, Parauk",MMR,BM,,23.58436,98.6316,Southeast Asian Peoples,,1,Engaged yet Unreached,5
10834,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Thailand,Cambodia,Central Khmer,1,Yes,"400,000",Yes,khm,Central Khmer - (khm),Buddhism,,,,Yes,Yes,No,Yes,Yes,Yes,5,Medium,Not Free,Moderate,High,Level 1: Exercise normal precautions,A011,C0147,104946,"Khmer, Central ",THA,TH,CB,12.487104,102.662585,Southeast Asian Peoples,,1,Engaged yet Unreached,1
10844,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Thailand,Cambodia,Chong,1,No,750,Yes,cog,Chong - (cog),Ethnic Religions,,,,No,No,No,Yes,No,No,1,Medium,Not Free,Moderate,High,Level 1: Exercise normal precautions,A011,C0147,102183,Chong ,THA,TH,CB,12.87518,102.16769,Southeast Asian Peoples,,0,Unengaged and Unreached,8a
10846,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Thailand,,Eastern/Northern Lawa,2,Yes,"7,800",,lwl,Eastern Lawa - (lwl),Ethnic Religions,,,,No,No,No,Yes,No,No,1,Medium,Not Free,Moderate,High,Level 1: Exercise normal precautions,A011,C0147,102866,"Lawa, Eastern / Northern",THA,TH,,18.962845,98.726973,Southeast Asian Peoples,,1,Engaged yet Unreached,6a
10870,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Thailand,Laos,Khamet,4,No,150,Yes,lbn,Lamet - (lbn),Ethnic Religions,,,,Yes,No,No,Yes,No,No,2,Medium,Not Free,Moderate,High,Level 1: Exercise normal precautions,A011,C0147,104890,Lamet,THA,TH,LA,19.9238,99.842,Southeast Asian Peoples,Yes,2,No Longer Unreached,6a
10871,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Thailand,Laos,Khmu,2,Yes,"37,500",Yes,kjg,Khmu - (kjg),Ethnic Religions,,,,Yes,Yes,No,Yes,Yes,No,4,Medium,Not Free,Moderate,High,Level 1: Exercise normal precautions,A011,C0147,114799,Khmu,THA,TH,LA,18.93158,100.78387,Southeast Asian Peoples,,1,Engaged yet Unreached,5
10875,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Thailand,,Kui,1,No,"369,000",No,kdt,Kuy - (kdt),Buddhism - Theravada,,,,Yes,Yes,No,Yes,No,No,3,Medium,Not Free,Moderate,High,Level 1: Exercise normal precautions,A011,C0147,105352,Kui ,THA,TH,,14.70164,103.77955,Southeast Asian Peoples,,0,Unengaged and Unreached,6b
10886,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Thailand,,Lua,2,Yes,"65,000",,prb,Lua' - (prb),Ethnic Religions,,,,No,No,No,No,No,No,0,Medium,Not Free,Moderate,High,Level 1: Exercise normal precautions,A011,C0147,105893,"Lua', East Pua Pray",THA,TH,,19.1198,101.21733,Southeast Asian Peoples,,1,Engaged yet Unreached,
10924,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Thailand,Myanmar,Mon,1,Yes,"146,000",Yes,mnw,Mon - (mnw),Ethnic Religions,,,,Yes,Yes,No,Yes,No,No,3,Medium,Not Free,Moderate,High,Level 1: Exercise normal precautions,A011,C0147,106743,"Mon, Talaing",THA,TH,BM,15.17517,98.35124,Southeast Asian Peoples,,1,Engaged yet Unreached,5
10927,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Thailand,,Northern Khmer,2,Yes,"1,400,000",,kxm,Northern Khmer - (kxm),Buddhism - Theravada,,,,Yes,Yes,No,Yes,Yes,No,4,Medium,Not Free,Moderate,High,Level 1: Exercise normal precautions,A011,C0147,107448,Northern Khmer ,THA,TH,,14.46743,103.86313,Southeast Asian Peoples,,1,Engaged yet Unreached,5
10898,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Thailand,,Nyahkur,1,No,"1,500",,cbn,Nyahkur - (cbn),Buddhism,,,,Yes,No,No,Yes,No,No,2,Medium,Not Free,Moderate,High,Level 1: Exercise normal precautions,A011,C0147,107529,Nyahkur ,THA,TH,,15.89091,101.51465,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,7
10920,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Thailand,Laos,So,4,Yes,"36,000",Yes,sss,Sô - (sss),Buddhism,,,,Yes,No,No,Yes,No,No,2,Medium,Not Free,Moderate,High,Level 1: Exercise normal precautions,A011,C0147,109364,So ,THA,TH,LA,16.800001,104.57445,Southeast Asian Peoples,,2,No Longer Unreached,6a
10894,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Thailand,,Tonga,4,No,225,,ndc,Ndau - (ndc),Ethnic Religions,,,,Yes,Yes,No,Yes,Yes,No,4,Medium,Not Free,Moderate,High,Level 1: Exercise normal precautions,A011,C0147,114836,Tonga,THA,TH,,5.963,101.1541,Southeast Asian Peoples,Yes,2,No Longer Unreached,5
10934,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Thailand,,Western Bru,4,Yes,"18,000",,brv,Western Bru - (brv),Buddhism,,,,Yes,No,No,Yes,No,No,2,Medium,Not Free,Moderate,High,Level 1: Exercise normal precautions,A011,C0147,110773,Western Bru ,THA,TH,,16.49057,104.75429,Southeast Asian Peoples,,2,No Longer Unreached,6b
10935,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Thailand,,Western Lawa,6,No,"8,900",,lcp,Western Lawa - (lcp),Ethnic Religions,,,,Yes,No,No,Yes,No,No,2,Medium,Not Free,Moderate,High,Level 1: Exercise normal precautions,A011,C0147,110791,Western Lawa ,THA,TH,,18.22734,97.83396,Southeast Asian Peoples,Yes,2,No Longer Unreached,5
48521,Southeast Asian Peoples,Mon-Khmer,Europe,Northern Europe,United Kingdom,Cambodia,Khmer,1,No,"10,000",Yes,khm,Central Khmer - (khm),Buddhism,,,,Yes,Yes,No,Yes,Yes,Yes,5,Little,Free,Moderate,High,Level 2: Exercise increased caution,A011,C0147,104946,"Khmer, Central ",GBR,UK,CB,51.567,0.08,Southeast Asian Peoples,,0,Unengaged and Unreached,1
43540,Southeast Asian Peoples,Mon-Khmer,Americas,Northern America,United States,Laos,Boloven,1,No,"38,500",Yes,lbo,Laven - (lbo),Buddhism,,,,No,No,No,Yes,No,No,1,Little,Free,Moderate,High,Caution,A011,C0147,105682,Laven,USA,US,LA,36.720207,-119.730361,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6a
43179,Southeast Asian Peoples,Mon-Khmer,Americas,Northern America,United States,Laos,Brao,1,No,100,Yes,brb,Lave - (brb),Buddhism,,,,Yes,No,No,Yes,No,No,2,Little,Free,Moderate,High,Caution,A011,C0147,101655,Brao ,USA,US,LA,32.714313,-117.11051,Southeast Asian Peoples,,0,Unengaged and Unreached,5
43301,Southeast Asian Peoples,Mon-Khmer,Americas,Northern America,United States,Cambodia,"Khmer, Cambodian",2,Yes,"234,000",Yes,khm,Central Khmer - (khm),Buddhism,,,,Yes,Yes,No,Yes,Yes,Yes,5,Little,Free,Moderate,High,Caution,A011,C0147,104946,"Khmer, Central ",USA,US,CB,33.795705,-118.17093,Southeast Asian Peoples,,1,Engaged yet Unreached,1
43302,Southeast Asian Peoples,Mon-Khmer,Americas,Northern America,United States,Laos,Khmu,4,Yes,"2,400",Yes,kjg,Khmu - (kjg),Buddhism,,,,Yes,Yes,No,Yes,Yes,No,4,Little,Free,Moderate,High,Caution,A011,C0147,114799,Khmu,USA,US,LA,32.770081,-117.071073,Southeast Asian Peoples,,2,No Longer Unreached,5
43303,Southeast Asian Peoples,Mon-Khmer,Americas,Northern America,United States,Laos,Khuen,0,No,"3,200",Yes,khf,Khuen - (khf),Ethnic Religions,,,,No,No,No,No,No,No,0,Little,Free,Moderate,High,Caution,A011,C0147,115229,Khuen,USA,US,LA,37.935833,-122.347778,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6a
43319,Southeast Asian Peoples,Mon-Khmer,Americas,Northern America,United States,Laos,Lamet,1,No,30,Yes,lbn,Lamet - (lbn),Buddhism,,,,Yes,No,No,Yes,No,No,2,Little,Free,Moderate,High,Caution,A011,C0147,104890,Lamet,USA,US,LA,33.834173,-118.148456,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6a
11107,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,Laos,Arem,1,No,125,Yes,vie,Vietnamese - (vie),Ethnic Religions,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,100487,Arem,VNM,VM,LA,17.37985,106.40279,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,1
11108,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,,Bahnar,6,Yes,"207,000",,bdq,Bahnar - (bdq),Ethnic Religions,,,,Yes,Yes,No,Yes,Yes,No,4,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,100770,Bahnar,VNM,VM,,14.04764,108.47084,Southeast Asian Peoples,,2,No Longer Unreached,5
11112,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,Laos,Brao,6,Yes,400,Yes,brb,Lave - (brb),Ethnic Religions,,,,Yes,No,No,Yes,No,No,2,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,101655,Brao ,VNM,VM,LA,14.19737,107.41249,Southeast Asian Peoples,,2,No Longer Unreached,5
11118,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,,Central Mnong,6,Yes,"36,000",No,cmo,Central Mnong - (cmo),Christianity,,,,Yes,Yes,No,Yes,Yes,No,4,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,101925,Central Mnong ,VNM,VM,,12.64745,107.66244,Southeast Asian Peoples,,2,No Longer Unreached,5
11122,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,,Chrau,6,Yes,"27,000",,crw,Chrau - (crw),Ethnic Religions,,,,Yes,No,No,Yes,No,No,2,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,102198,Chrau ,VNM,VM,,10.80208,107.29291,Southeast Asian Peoples,,2,No Longer Unreached,6b
20966,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,,Chut,0,No,"6,000",No,scb,Chut - (scb),Ethnic Religions,,,,No,No,No,No,No,No,0,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,108497,Sach,VNM,VM,,17.74065,105.78465,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,7
11125,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,,Cua,4,Yes,"34,000",,cua,Cua - (cua),Ethnic Religions,,,,Yes,No,No,Yes,No,No,2,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,102321,Cua,VNM,VM,,15.16883,108.43092,Southeast Asian Peoples,,2,No Longer Unreached,6b
11126,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,,Eastern Bru,5,Yes,"74,500",No,bru,Eastern Bru - (bru),Ethnic Religions,,,,Yes,Yes,No,Yes,Yes,No,4,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,102833,Eastern Bru,VNM,VM,,17.0064,106.56118,Southeast Asian Peoples,,2,No Longer Unreached,5
11128,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,,Eastern Mnong,6,Yes,"33,500",,mng,Eastern Mnong - (mng),Ethnic Religions,,,,Yes,No,No,Yes,No,No,2,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,102851,Eastern Mnong,VNM,VM,,12.39385,108.35351,Southeast Asian Peoples,,2,No Longer Unreached,6a
11135,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,,Halang,6,Yes,"16,500",No,hal,Halang - (hal),Ethnic Religions,,,,Yes,No,No,Yes,No,No,2,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,111234,Halang,VNM,VM,,14.60822,107.57379,Southeast Asian Peoples,,2,No Longer Unreached,6b
11143,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,,Hre,5,Yes,"127,000",,hre,Hre - (hre),Ethnic Religions,,,,Yes,Yes,No,Yes,No,No,3,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,103880,Hre ,VNM,VM,,14.63082,108.69418,Southeast Asian Peoples,,2,No Longer Unreached,5
11144,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,Laos,Hung,1,No,"1,800",Yes,hnu,Hung - (hnu),Ethnic Religions,,,,No,No,No,No,No,No,0,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,103916,Hung ,VNM,VM,LA,18.85402,104.78736,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,7
11150,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,,Jeh,6,Yes,"51,000",No,jeh,Jeh - (jeh),Ethnic Religions,,,,Yes,No,No,Yes,No,No,2,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,104227,Jeh ,VNM,VM,,15.19845,107.89563,Southeast Asian Peoples,,2,No Longer Unreached,5
11154,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,,Katu,2,Yes,"61,500",No,ktv,Eastern Katu - (ktv),Ethnic Religions,,,,Yes,No,No,Yes,No,No,2,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,104746,Katu ,VNM,VM,,15.85534,107.64367,Southeast Asian Peoples,,1,Engaged yet Unreached,6a
11158,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,,Khang,1,Yes,"14,000",,kjm,Kháng - (kjm),Ethnic Religions,,,,Yes,No,No,No,No,No,1,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,104900,Khang ,VNM,VM,,21.66243,103.73637,Southeast Asian Peoples,,1,Engaged yet Unreached,8a
11159,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,,Khao,4,No,"17,500",,xao,Khao - (xao),Ethnic Religions,,,,No,No,No,No,No,No,0,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,104905,Khao,VNM,VM,,21.45432,103.46701,Southeast Asian Peoples,Yes,2,No Longer Unreached,6a
46652,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,Cambodia,Khmer Krom,1,No,"7,000,000",Yes,khm,Central Khmer - (khm),Buddhism,,,,Yes,Yes,No,Yes,Yes,Yes,5,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,104946,"Khmer, Central ",VNM,VM,CB,10.40395,105.07325,Southeast Asian Peoples,,0,Unengaged and Unreached,1
11160,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,Laos,Khmu,2,Yes,"73,000",Yes,kjg,Khmu - (kjg),Ethnic Religions,,,,Yes,Yes,No,Yes,Yes,No,4,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,114799,Khmu,VNM,VM,LA,19.22908,104.37275,Southeast Asian Peoples,,1,Engaged yet Unreached,5
11167,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,,Koho,6,Yes,"166,000",,kpm,Koho - (kpm),Christianity - Roman Catholic,,,,Yes,No,No,Yes,Yes,No,3,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,105089,Koho ,VNM,VM,,11.64436,108.05721,Southeast Asian Peoples,,2,No Longer Unreached,5
11179,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,,Maa,6,Yes,"41,500",,cma,Maa - (cma),Ethnic Religions,,,,No,No,No,Yes,No,No,1,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,105950,Maa,VNM,VM,,11.52052,107.33902,Southeast Asian Peoples,,2,No Longer Unreached,6a
11181,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,,Mang,1,No,"3,700",No,zng,Mang - (zng),Ethnic Religions - Chinese Universalism / Folk,,,,No,No,No,Yes,No,No,1,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,106238,Mang ,VNM,VM,,22.414137,103.178669,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6b
11185,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,,Muong,2,Yes,"1,645,000",No,mtq,Muong - (mtq),Ethnic Religions,,,,Yes,Yes,No,Yes,No,No,3,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,106916,Muong ,VNM,VM,,20.73738,105.1856,Southeast Asian Peoples,,1,Engaged yet Unreached,6a
20927,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,,O-du,6,No,375,No,tyh,O'du - (tyh),Ethnic Religions,,,,No,No,No,No,No,No,0,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,107591,O'Du,VNM,VM,,19.553775,104.821033,Southeast Asian Peoples,Yes,2,No Longer Unreached,7
11194,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,,Pacoh,1,No,"20,000",No,pac,Pacoh - (pac),Ethnic Religions,,,,Yes,No,No,Yes,No,No,2,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,107730,Pacoh ,VNM,VM,,16.44399,107.12868,Southeast Asian Peoples,,0,Unengaged and Unreached,6a
11210,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,,Rengao,1,No,"21,000",,ren,Rengao - (ren),Ethnic Religions,,,,Yes,No,No,Yes,No,No,2,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,108355,Rengao ,VNM,VM,,14.6066,107.85923,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6b
11212,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,,Romam,1,No,425,,rmx,Romam - (rmx),Ethnic Religions,,,,No,No,No,Yes,No,No,1,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,108396,Romam,VNM,VM,,14.33996,107.44707,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6a
11219,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,,Sedang,2,Yes,"153,000",No,sed,Sedang - (sed),Ethnic Religions,,,,Yes,No,No,Yes,No,No,2,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,108785,Sedang ,VNM,VM,,14.77933,108.02703,Southeast Asian Peoples,,1,Engaged yet Unreached,6a
11224,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,,Southern Mnong,6,Yes,"33,500",,mnn,Southern Mnong - (mnn),Christianity,,,,No,No,No,No,No,No,0,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,109496,Southern Mnong,VNM,VM,,12.06354,107.65424,Southeast Asian Peoples,,2,No Longer Unreached,6a
11226,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,,Stieng,6,Yes,"85,500",No,sti,Bulo Stieng - (sti),Christianity - Protestant,,,,Yes,No,No,Yes,No,No,2,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,109552,"Stieng, Bulo",VNM,VM,,11.81581,107.04075,Southeast Asian Peoples,,2,No Longer Unreached,6a
11236,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,,Tho,1,Yes,"74,500",,tou,Tho - (tou),Ethnic Religions,,,,No,No,No,Yes,No,No,1,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,110020,Tho,VNM,VM,,19.3563,105.36278,Southeast Asian Peoples,,1,Engaged yet Unreached,6a
11239,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,,Trieng,6,No,"39,000",,stg,Trieng - (stg),Ethnic Religions,,,,No,No,No,No,No,No,0,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,110190,Trieng,VNM,VM,,15.50022,107.51545,Southeast Asian Peoples,Yes,2,No Longer Unreached,6a
11241,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,Laos,Upper Ta-Oy,1,No,"24,000",Yes,tth,Upper Ta'oih - (tth),Ethnic Religions,,,,Yes,No,No,Yes,No,No,2,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,109837,"Ta'oih, Upper",VNM,VM,LA,16.1724,107.20753,Southeast Asian Peoples,,0,Unengaged and Unreached,6a
11248,Southeast Asian Peoples,Mon-Khmer,Asia,South-Eastern Asia,Vietnam,,Xinh Mun,1,No,"23,500",No,puo,Puoc - (puo),Ethnic Religions,,,,No,No,No,Yes,No,No,1,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0147,108192,Puok ,VNM,VM,,20.9803,104.1627,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6a
15186,Southeast Asian Peoples,Other Southeast Asian,Africa,Middle Africa,Angola,,Macanese,1,Yes,"2,400",,por,Portuguese - (por),Non-Religious - Atheism,,,,Yes,Yes,Yes,Yes,Yes,No,5,Strenuous,Not Free,NA,Moderate,Level 1: Exercise normal precautions,A011,C0171,105966,Macanese,AGO,AO,,-8.8733,13.2381,Sub-Saharan African Peoples,,1,Engaged yet Unreached,1
20926,Southeast Asian Peoples,Other Southeast Asian,Asia,South-Eastern Asia,Laos,,Lawi,1,No,900,,lao,Lao - (lao),Ethnic Religions,,,,Yes,Yes,No,Yes,Yes,No,4,Strenuous,Not Free,High,Moderate,Level 1: Exercise normal precautions,A011,C0171,105685,Lawi,LAO,LA,,15.27092,106.793375,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,1
33458,Southeast Asian Peoples,Other Southeast Asian,Asia,South-Eastern Asia,Laos,,Pouhoy,0,No,325,,und,Undetermined - (und),Ethnic Religions,,,,No,No,No,No,No,No,0,Strenuous,Not Free,High,Moderate,Level 1: Exercise normal precautions,A011,C0171,108137,Pouhoy,LAO,LA,,21.045293,101.730951,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,
33459,Southeast Asian Peoples,Other Southeast Asian,Asia,South-Eastern Asia,Laos,,Poumong,1,No,"1,500",,lao,Lao - (lao),Ethnic Religions,,,,Yes,Yes,No,Yes,Yes,No,4,Strenuous,Not Free,High,Moderate,Level 1: Exercise normal precautions,A011,C0171,108138,Poumong,LAO,LA,,21.387803,101.970249,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,1
33460,Southeast Asian Peoples,Other Southeast Asian,Asia,South-Eastern Asia,Laos,,Poussang,1,No,"3,000",,lao,Lao - (lao),Ethnic Religions,,,,Yes,Yes,No,Yes,Yes,No,4,Strenuous,Not Free,High,Moderate,Level 1: Exercise normal precautions,A011,C0171,108139,Poussang,LAO,LA,,21.223521,101.969361,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,1
33462,Southeast Asian Peoples,Other Southeast Asian,Asia,South-Eastern Asia,Laos,,Salao,1,No,"1,100",,lao,Lao - (lao),Ethnic Religions,,,,Yes,Yes,No,Yes,Yes,No,4,Strenuous,Not Free,High,Moderate,Level 1: Exercise normal precautions,A011,C0171,108542,Salao,LAO,LA,,14.980333,106.171854,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,1
20938,Southeast Asian Peoples,Other Southeast Asian,Asia,South-Eastern Asia,Laos,,Singmoon,0,No,"7,300",,und,Undetermined - (und),Ethnic Religions,,,,No,No,No,No,No,No,0,Strenuous,Not Free,High,Moderate,Level 1: Exercise normal precautions,A011,C0171,109303,Singmoon,LAO,LA,,18.44539,103.363665,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,
20943,Southeast Asian Peoples,Other Southeast Asian,Asia,South-Eastern Asia,Laos,,Tahanag,1,No,475,,lao,Lao - (lao),Ethnic Religions,,,,Yes,Yes,No,Yes,Yes,No,4,Strenuous,Not Free,High,Moderate,Level 1: Exercise normal precautions,A011,C0171,109703,Tahang,LAO,LA,,15.201382,106.286946,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,1
